epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,5.75421,1.65565,7.77137,0.01575,0.01235,0.05556,0.02148,0.01719,1.97276,4.18954,0.01865,2.352e-05,2.352e-05,2.352e-05
2,6.50393,1.89923,9.19294,0.0233,0.00202,0.11111,0.06056,0.04807,1.84572,4.15186,0.01733,5.18722e-05,5.18722e-05,5.18722e-05
3,7.19272,1.64,7.73781,0.0197,0.00074,0.11111,0.05944,0.05274,1.75814,4.14641,0.01631,7.90601e-05,7.90601e-05,7.90601e-05
4,7.86973,1.51089,6.14715,0.01134,0.00036,0.11111,0.05718,0.05145,1.73461,4.13938,0.0167,0.000105084,0.000105084,0.000105084
5,8.61301,1.52732,8.02354,0.01395,0.00152,0.22222,0.07122,0.0696,1.60144,4.11848,0.01453,0.000129943,0.000129943,0.000129943
6,9.26761,1.47048,7.18238,0.01196,0.00107,0.22222,0.08478,0.07485,1.55415,4.12252,0.0141,0.000153639,0.000153639,0.000153639
7,9.97707,1.38257,7.30409,0.01454,0.00511,0.25397,0.05461,0.04675,1.52739,4.04103,0.0142,0.00017617,0.00017617,0.00017617
8,10.6527,1.45267,7.23039,0.01278,0.00455,0.30952,0.08447,0.0632,1.45316,4.02525,0.01303,0.000197536,0.000197536,0.000197536
9,11.3124,1.37759,6.58964,0.01177,0.00595,0.38095,0.22803,0.18836,1.36171,4.02268,0.01182,0.000217739,0.000217739,0.000217739
10,11.9702,1.51845,7.04306,0.01272,0.00634,0.4127,0.27532,0.23716,1.25759,3.96382,0.01096,0.000236777,0.000236777,0.000236777
11,12.6299,1.3795,7.27773,0.01295,0.00629,0.44444,0.35006,0.2666,1.1307,3.88823,0.00959,0.000254651,0.000254651,0.000254651
12,13.4182,1.38749,6.42014,0.0123,0.00517,0.44444,0.38477,0.30908,1.13015,3.82583,0.00988,0.000271361,0.000271361,0.000271361
13,14.3593,1.24808,7.84189,0.01381,0.00433,0.44444,0.38094,0.3097,1.07565,3.80015,0.00928,0.000286906,0.000286906,0.000286906
14,15.0467,1.42118,6.68382,0.01186,0.00433,0.44444,0.38094,0.3097,1.07565,3.80015,0.00928,0.000301288,0.000301288,0.000301288
15,15.7925,1.36581,6.71885,0.01141,0.00378,0.44444,0.34891,0.27893,1.17752,3.73893,0.01063,0.000314505,0.000314505,0.000314505
16,16.5594,1.29539,5.92698,0.01091,0.00352,0.44444,0.30411,0.24335,1.18378,3.6202,0.01076,0.000326558,0.000326558,0.000326558
17,17.2299,1.45366,7.05263,0.01323,0.00333,0.44444,0.29097,0.23263,1.22499,3.47935,0.01133,0.000337446,0.000337446,0.000337446
18,18.1235,1.30899,6.24558,0.01153,0.00333,0.44444,0.29097,0.23263,1.22499,3.47935,0.01133,0.00034717,0.00034717,0.00034717
19,18.8319,1.36628,6.1685,0.01129,0.70599,0.33333,0.29904,0.23997,1.27771,3.3243,0.01185,0.000355731,0.000355731,0.000355731
20,19.5406,1.26414,5.57992,0.01156,0.86762,0.16559,0.29157,0.24162,1.20523,3.21338,0.01054,0.000363126,0.000363126,0.000363126
21,20.1743,1.32167,6.08394,0.01329,0.86762,0.16559,0.29157,0.24162,1.20523,3.21338,0.01054,0.000355152,0.000355152,0.000355152
22,20.8656,1.32887,5.76325,0.01141,0.95619,0.11111,0.30034,0.25228,1.17218,3.17267,0.00999,0.00034351,0.00034351,0.00034351
23,21.5421,1.20769,6.51329,0.01212,0.71172,0.27778,0.35264,0.28804,1.21271,3.1954,0.01039,0.000331867,0.000331867,0.000331867
24,22.2288,1.17726,6.04955,0.01122,0.71172,0.27778,0.35264,0.28804,1.21271,3.1954,0.01039,0.000320225,0.000320225,0.000320225
25,23.0585,1.21555,6.53732,0.01086,0.73714,0.27778,0.38006,0.29243,1.21197,3.23159,0.01073,0.000308582,0.000308582,0.000308582
26,23.6769,1.12765,6.2118,0.00846,0.73714,0.27778,0.38006,0.29243,1.21197,3.23159,0.01073,0.00029694,0.00029694,0.00029694
27,24.5709,1.29309,6.08512,0.00978,0.75265,0.27778,0.37505,0.28713,1.21831,3.17112,0.01055,0.000285298,0.000285298,0.000285298
28,25.2358,1.07308,7.20323,0.01364,0.7614,0.29494,0.39607,0.29945,1.17138,3.07451,0.00988,0.000273655,0.000273655,0.000273655
29,25.9801,1.06436,5.88119,0.01046,0.7614,0.29494,0.39607,0.29945,1.17138,3.07451,0.00988,0.000262013,0.000262013,0.000262013
30,26.7025,1.30258,6.07615,0.01168,0.76204,0.2928,0.3937,0.29825,1.16648,3.13508,0.00988,0.00025037,0.00025037,0.00025037
31,27.5016,1.06262,6.89289,0.01053,0.77053,0.27778,0.40914,0.32073,1.10804,3.05227,0.00987,0.000238728,0.000238728,0.000238728
32,28.3036,1.29704,5.88911,0.01165,0.77053,0.27778,0.40914,0.32073,1.10804,3.05227,0.00987,0.000227086,0.000227086,0.000227086
33,29.0806,1.1629,5.58603,0.01024,0.79058,0.31123,0.40919,0.31512,1.10547,2.99593,0.01004,0.000215443,0.000215443,0.000215443
34,29.7114,1.16751,5.01135,0.00992,0.79058,0.31123,0.40919,0.31512,1.10547,2.99593,0.01004,0.000203801,0.000203801,0.000203801
35,30.5102,1.15459,6.32313,0.01147,0.80451,0.36467,0.4037,0.30767,1.10857,2.85079,0.01026,0.000192158,0.000192158,0.000192158
36,31.23,1.13404,5.09041,0.009,0.74013,0.34127,0.39304,0.3,1.07153,2.7592,0.00967,0.000180516,0.000180516,0.000180516
37,31.8649,1.07935,5.67403,0.00946,0.74013,0.34127,0.39304,0.3,1.07153,2.7592,0.00967,0.000168874,0.000168874,0.000168874
38,32.5163,1.22604,6.07278,0.01087,0.71528,0.34127,0.42627,0.32956,1.02911,2.76539,0.00927,0.000157231,0.000157231,0.000157231
39,33.1601,1.25306,5.86291,0.01131,0.90048,0.22692,0.4274,0.32252,1.02452,2.78091,0.00913,0.000145589,0.000145589,0.000145589
40,34.12,1.15768,5.15845,0.00964,0.90048,0.22692,0.4274,0.32252,1.02452,2.78091,0.00913,0.000133946,0.000133946,0.000133946
41,35.6379,1.08218,7.45108,0.01079,0.72594,0.38889,0.42757,0.32305,1.02789,2.83342,0.00916,0.000122304,0.000122304,0.000122304
42,36.903,1.08679,8.03681,0.01034,0.72594,0.38889,0.42757,0.32305,1.02789,2.83342,0.00916,0.000110662,0.000110662,0.000110662
