epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,5.28109,1.67243,6.1307,0.01417,0.05556,0.05556,0.06917,0.05533,2.00014,4.18849,0.01913,1.176e-05,1.176e-05,1.176e-05
2,5.95914,1.93557,6.98614,0.01461,0.00654,0.05556,0.05667,0.04533,1.91713,4.18551,0.01855,2.93709e-05,2.93709e-05,2.93709e-05
3,6.60768,1.81792,7.47718,0.0155,0.00483,0.11111,0.06005,0.0476,1.81642,4.18601,0.01741,4.69469e-05,4.69469e-05,4.69469e-05
4,7.1639,1.71125,6.37573,0.01386,0.00131,0.11111,0.05963,0.04752,1.7461,4.15122,0.01648,6.44879e-05,6.44879e-05,6.44879e-05
5,7.74529,1.83634,6.98449,0.01544,0.00078,0.11111,0.0587,0.04694,1.74375,4.17565,0.01655,8.1994e-05,8.1994e-05,8.1994e-05
6,8.24928,1.75584,7.10739,0.01603,0.00038,0.11111,0.05927,0.05269,1.65788,4.04871,0.01539,9.94652e-05,9.94652e-05,9.94652e-05
7,8.86449,1.60066,5.92191,0.01132,0.00031,0.11111,0.05983,0.05326,1.49485,4.00941,0.01362,0.000116901,0.000116901,0.000116901
8,9.46129,1.43539,6.20412,0.01029,0.00245,0.22222,0.06221,0.05551,1.46814,3.97003,0.01332,0.000134303,0.000134303,0.000134303
9,9.95832,1.46081,5.91061,0.01061,0.02918,0.25397,0.0877,0.0691,1.39758,3.91205,0.01299,0.000151669,0.000151669,0.000151669
10,10.6281,1.5155,6.07228,0.01097,0.02115,0.28571,0.11425,0.09051,1.33318,3.91151,0.01223,0.000169001,0.000169001,0.000169001
11,11.2739,1.34299,5.90643,0.00955,0.01313,0.30159,0.15966,0.13451,1.36009,3.90951,0.01226,0.000186297,0.000186297,0.000186297
12,11.7917,1.40578,6.00749,0.01078,0.01145,0.35714,0.23127,0.20131,1.26078,3.90598,0.01112,0.000203559,0.000203559,0.000203559
13,12.3039,1.45077,6.243,0.01023,0.00835,0.35714,0.25769,0.22398,1.23315,3.91014,0.01039,0.000220786,0.000220786,0.000220786
14,12.8148,1.33972,5.80204,0.00978,0.00865,0.42857,0.25612,0.22199,1.15396,3.89717,0.0097,0.000237977,0.000237977,0.000237977
15,13.3489,1.24702,5.75854,0.00807,0.00865,0.42857,0.25612,0.22199,1.15396,3.89717,0.0097,0.000255134,0.000255134,0.000255134
