epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,5.15491,1.86638,7.15342,0.01662,0.00387,0.31746,0.02676,0.01556,1.66153,5.5142,0.0172,1.176e-05,1.176e-05,1.176e-05
2,6.3266,2.14304,8.49508,0.01698,0.00352,0.31746,0.02464,0.0148,1.74083,5.30776,0.0181,2.92545e-05,2.92545e-05,2.92545e-05
3,7.46049,1.86451,8.98372,0.01601,0.00316,0.33333,0.03092,0.01657,1.76324,4.80095,0.01822,4.65743e-05,4.65743e-05,4.65743e-05
4,8.94152,1.70461,7.1981,0.01372,0.00279,0.33333,0.03353,0.01908,1.69553,4.61926,0.0176,6.37195e-05,6.37195e-05,6.37195e-05
5,10.5405,1.69038,8.00844,0.01381,0.25289,0.1576,0.03563,0.02023,1.63463,4.53905,0.01695,8.06901e-05,8.06901e-05,8.06901e-05
6,12.0606,1.5497,7.64347,0.01297,0.95066,0.0742,0.12405,0.09779,1.4479,4.17583,0.01363,9.7486e-05,9.7486e-05,9.7486e-05
7,13.5311,1.51901,5.83832,0.00975,0.99433,0.11111,0.13767,0.11833,1.2747,4.13454,0.01186,0.000114107,0.000114107,0.000114107
8,15.0689,1.36812,6.23434,0.0099,0.9933,0.11111,0.19637,0.158,1.37494,4.00976,0.01305,0.000130554,0.000130554,0.000130554
9,16.5077,1.37352,5.60198,0.0097,0.9585,0.09771,0.18959,0.14963,1.32785,3.94308,0.01273,0.000146826,0.000146826,0.000146826
10,17.8637,1.36154,5.63294,0.00909,0.99708,0.11111,0.20546,0.17379,1.25528,4.00222,0.01184,0.000162923,0.000162923,0.000162923
11,19.3917,1.27786,5.23617,0.00933,0.99923,0.11111,0.33755,0.26273,1.30915,4.00795,0.01245,0.000178846,0.000178846,0.000178846
12,20.8539,1.24887,5.20361,0.00884,0.79919,0.22222,0.38021,0.27149,1.31322,3.99062,0.01243,0.000194594,0.000194594,0.000194594
13,22.4141,1.27556,5.4348,0.00896,0.933,0.22222,0.36032,0.28011,1.26824,3.94106,0.0118,0.000210168,0.000210168,0.000210168
14,23.8822,1.15998,4.56764,0.00835,0.88524,0.30247,0.36493,0.3041,1.26191,3.66428,0.01196,0.000225567,0.000225567,0.000225567
15,25.2688,1.13675,4.40131,0.00742,0.88524,0.30247,0.36493,0.3041,1.26191,3.66428,0.01196,0.000240791,0.000240791,0.000240791
16,27.0325,1.27923,4.06631,0.008,0.88475,0.33333,0.49743,0.34298,1.2965,3.37191,0.01216,0.00025584,0.00025584,0.00025584
17,28.4522,1.16268,4.32254,0.00983,0.97827,0.32318,0.54662,0.37699,1.27812,3.03392,0.01208,0.000270715,0.000270715,0.000270715
18,30.0024,1.18663,4.13438,0.00914,0.97827,0.32318,0.54662,0.37699,1.27812,3.03392,0.01208,0.000285415,0.000285415,0.000285415
19,31.4971,1.22636,3.83517,0.00869,0.96511,0.33333,0.54454,0.37479,1.24212,2.62713,0.0117,0.000299941,0.000299941,0.000299941
20,33.0299,1.21726,3.37056,0.00828,0.91899,0.36884,0.56414,0.40374,1.31419,2.2412,0.0119,0.000314292,0.000314292,0.000314292
21,34.8978,1.11574,3.58574,0.0097,0.91899,0.36884,0.56414,0.40374,1.31419,2.2412,0.0119,0.000328469,0.000328469,0.000328469
22,36.5844,1.09943,3.12348,0.00728,0.84474,0.54105,0.62561,0.46318,1.3136,2.0075,0.01178,0.00034247,0.00034247,0.00034247
23,38.0014,0.96447,3.59622,0.00783,0.84474,0.54105,0.62561,0.46318,1.3136,2.0075,0.01178,0.000356297,0.000356297,0.000356297
24,39.8235,0.96595,3.00936,0.00707,0.91811,0.38889,0.66667,0.46324,1.33467,2.01583,0.01198,0.00036995,0.00036995,0.00036995
25,41.5088,1.03331,3.01399,0.00716,0.91811,0.38889,0.66667,0.46324,1.33467,2.01583,0.01198,0.000383428,0.000383428,0.000383428
26,43.224,1.25184,2.91693,0.00752,0.8713,0.44444,0.72306,0.469,1.251,1.94133,0.01116,0.000396731,0.000396731,0.000396731
27,44.9594,1.11253,2.59149,0.00763,0.8713,0.44444,0.72306,0.469,1.251,1.94133,0.01116,0.00040986,0.00040986,0.00040986
28,46.6665,1.23839,3.2278,0.00963,0.89899,0.44019,0.61713,0.40105,1.33184,1.7478,0.01199,0.000422813,0.000422813,0.000422813
29,48.0958,1.13181,2.50858,0.00726,0.89899,0.44019,0.61713,0.40105,1.33184,1.7478,0.01199,0.000435593,0.000435593,0.000435593
30,49.5097,1.05521,2.25897,0.00772,0.89899,0.44019,0.61713,0.40105,1.33184,1.7478,0.01199,0.000448197,0.000448197,0.000448197
31,51.0925,1.32886,3.46675,0.01214,0.84947,0.38889,0.59608,0.40034,1.27216,1.73268,0.01193,0.000460627,0.000460627,0.000460627
32,52.632,1.17028,2.62241,0.01024,0.84947,0.38889,0.59608,0.40034,1.27216,1.73268,0.01193,0.000472883,0.000472883,0.000472883
33,54.2944,1.10586,2.66967,0.00827,0.58453,0.71838,0.72389,0.47769,1.21867,1.78302,0.01162,0.000484964,0.000484964,0.000484964
34,55.9081,1.04978,2.43533,0.00763,0.58453,0.71838,0.72389,0.47769,1.21867,1.78302,0.01162,0.00049195,0.00049195,0.00049195
35,57.481,1.13564,2.38716,0.00854,0.58453,0.71838,0.72389,0.47769,1.21867,1.78302,0.01162,0.00048904,0.00048904,0.00048904
36,59.2643,1.08789,2.28638,0.00927,0.72827,0.62667,0.78546,0.54309,1.06699,1.46461,0.01005,0.000486129,0.000486129,0.000486129
37,60.7827,1.0141,2.01876,0.00718,0.72827,0.62667,0.78546,0.54309,1.06699,1.46461,0.01005,0.000483218,0.000483218,0.000483218
38,62.373,1.18314,2.32451,0.00918,0.72827,0.62667,0.78546,0.54309,1.06699,1.46461,0.01005,0.000480308,0.000480308,0.000480308
39,63.7654,1.05728,2.26498,0.0087,0.97355,0.44444,0.68106,0.50205,1.17534,1.71234,0.01104,0.000477397,0.000477397,0.000477397
40,65.0877,0.95256,2.18045,0.00636,0.97355,0.44444,0.68106,0.50205,1.17534,1.71234,0.01104,0.000474487,0.000474487,0.000474487
41,66.4285,1.02116,2.16289,0.00777,0.7956,0.57146,0.68772,0.49937,1.26669,1.6492,0.01177,0.000471576,0.000471576,0.000471576
42,67.9538,1.11347,2.00147,0.00827,0.7956,0.57146,0.68772,0.49937,1.26669,1.6492,0.01177,0.000468665,0.000468665,0.000468665
43,69.5053,1.04582,1.99672,0.0074,0.7956,0.57146,0.68772,0.49937,1.26669,1.6492,0.01177,0.000465755,0.000465755,0.000465755
44,71.0169,0.92798,1.83389,0.00751,0.80588,0.5333,0.72699,0.4992,1.2066,1.28846,0.01187,0.000462844,0.000462844,0.000462844
45,72.6222,0.99771,1.77355,0.0078,0.80588,0.5333,0.72699,0.4992,1.2066,1.28846,0.01187,0.000459934,0.000459934,0.000459934
46,74.151,1.0508,1.9609,0.00812,0.80588,0.5333,0.72699,0.4992,1.2066,1.28846,0.01187,0.000457023,0.000457023,0.000457023
47,75.8772,1.17182,2.11894,0.01,0.67771,0.68519,0.70651,0.5167,1.18356,1.24919,0.01097,0.000454112,0.000454112,0.000454112
48,77.4585,1.00681,1.70735,0.00658,0.67771,0.68519,0.70651,0.5167,1.18356,1.24919,0.01097,0.000451202,0.000451202,0.000451202
49,79.1604,0.94219,1.75982,0.00708,0.67657,0.68115,0.68462,0.52011,1.2492,1.26977,0.01139,0.000448291,0.000448291,0.000448291
50,80.6839,0.95943,1.58144,0.00709,0.67657,0.68115,0.68462,0.52011,1.2492,1.26977,0.01139,0.000445381,0.000445381,0.000445381
