epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,4.79315,1.86638,7.15342,0.01662,0.00387,0.31746,0.02676,0.01556,1.66153,5.5142,0.0172,1.176e-05,1.176e-05,1.176e-05
2,5.92454,2.14304,8.49508,0.01698,0.00352,0.31746,0.02464,0.0148,1.74083,5.30776,0.0181,2.91089e-05,2.91089e-05,2.91089e-05
3,7.06149,1.86891,8.98494,0.01601,0.00321,0.33333,0.0308,0.01667,1.76848,4.81081,0.01824,4.61086e-05,4.61086e-05,4.61086e-05
4,8.51843,1.71381,7.18008,0.01385,0.00297,0.33333,0.03316,0.01917,1.50705,4.7144,0.01507,6.2759e-05,6.2759e-05,6.2759e-05
5,10.2903,1.72086,7.99327,0.0139,0.00502,0.33333,0.04485,0.02838,1.48924,4.52573,0.01421,7.90601e-05,7.90601e-05,7.90601e-05
6,11.6836,1.66852,7.64867,0.01445,0.88471,0.11111,0.13881,0.11563,1.29468,4.47923,0.01211,9.5012e-05,9.5012e-05,9.5012e-05
7,13.1419,1.55603,5.88316,0.01034,0.99073,0.11111,0.13998,0.11798,1.36013,4.16358,0.01287,0.000110615,0.000110615,0.000110615
8,14.5745,1.43473,6.21203,0.01049,0.9957,0.11111,0.18559,0.15549,1.38244,4.07551,0.01342,0.000125868,0.000125868,0.000125868
9,16.0279,1.34638,5.69224,0.00951,0.99261,0.05556,0.15972,0.12787,1.37706,4.06638,0.0132,0.000140772,0.000140772,0.000140772
10,17.4561,1.41564,5.71456,0.01043,0.99633,0.11111,0.15699,0.12877,1.22699,4.17644,0.01158,0.000155327,0.000155327,0.000155327
11,18.8641,1.37565,5.45827,0.01068,0.99703,0.11111,0.17297,0.13368,1.27747,3.9487,0.01244,0.000169532,0.000169532,0.000169532
12,20.0751,1.35129,5.29814,0.00995,1,0.10738,0.1903,0.14798,1.16834,3.95276,0.01061,0.000183388,0.000183388,0.000183388
13,21.2516,1.4193,5.49048,0.00939,1,0.10718,0.22431,0.18512,1.11895,3.95354,0.01007,0.000196895,0.000196895,0.000196895
14,22.5183,1.26267,4.64846,0.00884,1,0.1078,0.26091,0.20535,1.25396,3.49042,0.0109,0.000210053,0.000210053,0.000210053
15,23.8067,1.12367,4.56847,0.00717,1,0.1078,0.26091,0.20535,1.25396,3.49042,0.0109,0.000222861,0.000222861,0.000222861
16,25.2272,1.29715,4.04375,0.00813,0.79619,0.22222,0.4129,0.3115,1.28249,3.25876,0.0117,0.000235321,0.000235321,0.000235321
17,26.7556,1.03579,4.45614,0.00862,0.8491,0.27778,0.40541,0.32058,1.0851,3.1785,0.00919,0.00024743,0.00024743,0.00024743
18,28.1837,1.04082,4.06709,0.00754,0.8491,0.27778,0.40541,0.32058,1.0851,3.1785,0.00919,0.000259191,0.000259191,0.000259191
19,29.4958,1.31218,3.76832,0.00914,0.87739,0.27778,0.4837,0.36866,1.14079,2.93409,0.00981,0.000270602,0.000270602,0.000270602
20,31.108,1.15578,3.39424,0.00783,0.97577,0.27778,0.47294,0.37808,1.17294,2.72408,0.01041,0.000281664,0.000281664,0.000281664
21,32.643,1.1368,3.70121,0.01034,0.97577,0.27778,0.47294,0.37808,1.17294,2.72408,0.01041,0.000292377,0.000292377,0.000292377
22,34.1495,1.12623,3.21627,0.0071,0.73023,0.35276,0.50199,0.39024,1.06091,2.56118,0.00925,0.000302741,0.000302741,0.000302741
23,35.5507,1.03694,3.75057,0.00839,0.73023,0.35276,0.50199,0.39024,1.06091,2.56118,0.00925,0.000312755,0.000312755,0.000312755
24,37.0838,1.04809,3.15946,0.00756,0.79505,0.38889,0.52171,0.40288,1.17706,2.21472,0.01016,0.00032242,0.00032242,0.00032242
25,38.5949,1.1735,3.09649,0.00749,0.79505,0.38889,0.52171,0.40288,1.17706,2.21472,0.01016,0.000331735,0.000331735,0.000331735
26,40.2,1.12239,3.1366,0.00675,0.82971,0.5,0.5901,0.41912,1.28249,1.97055,0.0109,0.000340702,0.000340702,0.000340702
27,41.8182,1.0882,2.7704,0.00725,0.82971,0.5,0.5901,0.41912,1.28249,1.97055,0.0109,0.000349319,0.000349319,0.000349319
28,43.3606,1.28643,3.26913,0.00964,0.93993,0.44002,0.61862,0.42993,1.28812,1.88508,0.01193,0.000357587,0.000357587,0.000357587
29,44.8876,1.16121,2.83099,0.00773,0.93993,0.44002,0.61862,0.42993,1.28812,1.88508,0.01193,0.000365506,0.000365506,0.000365506
30,46.4113,1.04733,2.51618,0.00732,0.93993,0.44002,0.61862,0.42993,1.28812,1.88508,0.01193,0.000373075,0.000373075,0.000373075
31,48.0195,1.30044,3.56601,0.01065,0.94801,0.44444,0.60081,0.42192,1.36508,1.88448,0.01302,0.000380295,0.000380295,0.000380295
32,49.3786,1.13924,2.60332,0.00895,0.94801,0.44444,0.60081,0.42192,1.36508,1.88448,0.01302,0.000387166,0.000387166,0.000387166
33,50.8639,1.14008,2.803,0.00811,0.93344,0.5051,0.62322,0.45388,1.28167,1.7021,0.01195,0.000393687,0.000393687,0.000393687
34,52.4289,1.0608,2.4581,0.00775,0.93344,0.5051,0.62322,0.45388,1.28167,1.7021,0.01195,0.0003959,0.0003959,0.0003959
35,53.9397,0.97992,2.46821,0.00701,0.93344,0.5051,0.62322,0.45388,1.28167,1.7021,0.01195,0.000390079,0.000390079,0.000390079
36,55.5081,1.11312,2.26585,0.00906,0.93149,0.54947,0.7408,0.54386,1.16119,1.48195,0.01087,0.000384258,0.000384258,0.000384258
37,57.1267,1.04006,2.05706,0.00725,0.93149,0.54947,0.7408,0.54386,1.16119,1.48195,0.01087,0.000378437,0.000378437,0.000378437
38,58.6841,1.12467,2.38322,0.00814,0.93149,0.54947,0.7408,0.54386,1.16119,1.48195,0.01087,0.000372616,0.000372616,0.000372616
39,60.1174,1.12574,2.39471,0.00887,0.85298,0.55556,0.81614,0.55,1.26218,1.44503,0.01176,0.000366794,0.000366794,0.000366794
40,61.5429,0.91415,2.29683,0.00612,0.85298,0.55556,0.81614,0.55,1.26218,1.44503,0.01176,0.000360973,0.000360973,0.000360973
41,63.1791,1.04782,2.21549,0.00741,0.75211,0.62963,0.83478,0.58928,1.23433,1.27764,0.01083,0.000355152,0.000355152,0.000355152
42,64.706,1.04389,2.03347,0.00733,0.75211,0.62963,0.83478,0.58928,1.23433,1.27764,0.01083,0.000349331,0.000349331,0.000349331
43,66.2399,1.06229,2.03713,0.00708,0.75211,0.62963,0.83478,0.58928,1.23433,1.27764,0.01083,0.00034351,0.00034351,0.00034351
44,67.9883,0.93681,1.9253,0.00756,0.60968,0.66552,0.86063,0.59028,1.14644,1.47284,0.00996,0.000337688,0.000337688,0.000337688
45,69.5871,1.03588,2.01963,0.0072,0.60968,0.66552,0.86063,0.59028,1.14644,1.47284,0.00996,0.000331867,0.000331867,0.000331867
46,71.2046,1.01375,2.02797,0.00739,0.60968,0.66552,0.86063,0.59028,1.14644,1.47284,0.00996,0.000326046,0.000326046,0.000326046
47,72.8549,1.10573,2.32519,0.00874,0.54679,0.88889,0.85458,0.62591,1.10221,1.29564,0.0105,0.000320225,0.000320225,0.000320225
48,74.5045,0.9617,1.83706,0.00665,0.54679,0.88889,0.85458,0.62591,1.10221,1.29564,0.0105,0.000314404,0.000314404,0.000314404
49,76.043,0.95455,1.72239,0.00725,0.54302,0.83823,0.85314,0.66848,1.016,1.12988,0.00948,0.000308582,0.000308582,0.000308582
50,77.6312,0.84,1.60266,0.00581,0.54302,0.83823,0.85314,0.66848,1.016,1.12988,0.00948,0.000302761,0.000302761,0.000302761
51,79.4062,0.88532,1.8392,0.00771,0.54302,0.83823,0.85314,0.66848,1.016,1.12988,0.00948,0.00029694,0.00029694,0.00029694
52,81.0574,0.91417,1.8584,0.00643,0.77706,0.7269,0.88175,0.67449,1.03692,0.99462,0.00899,0.000291119,0.000291119,0.000291119
53,82.569,0.87028,1.52085,0.00638,0.77706,0.7269,0.88175,0.67449,1.03692,0.99462,0.00899,0.000285298,0.000285298,0.000285298
54,84.1469,0.87478,1.93602,0.00693,0.77706,0.7269,0.88175,0.67449,1.03692,0.99462,0.00899,0.000279476,0.000279476,0.000279476
55,85.7489,0.94144,1.58437,0.00671,0.8364,0.7694,0.88847,0.6559,1.09325,0.92929,0.00951,0.000273655,0.000273655,0.000273655
56,87.2749,0.9674,1.53552,0.00717,0.8364,0.7694,0.88847,0.6559,1.09325,0.92929,0.00951,0.000267834,0.000267834,0.000267834
